City,Year,Shell,Volume,Mileage,Transmission,Rudder,Color,Gear,CustomsCleared,Type Engine,Price,Company,Model
Уральск,2009,седан,2.4,233000,автомат,слева,черный,передний привод,Нет,бензин,4300000,Toyota,Camry
Талдыкорган,2005,внедорожник,3.2,243000,автомат,слева,серый,полный привод,Да,бензин,4500000,Volkswagen,Touareg
Шымкент,2019,седан,2.4,9504,автомат,слева,черный металлик,передний привод,Да,бензин,10300000,Hyundai,Grandeur
Нур-Султан (Астана),2014,кроссовер,2.0,145000,автомат,слева,черный металлик,полный привод,Да,бензин,6900000,Nissan,X-Trail
Шымкент,1993,седан,2.8,300000,механика,слева,серебристый металлик,передний привод,Да,бензин,1500000,BMW,328
Алматы,2018,седан,1.6,22000,автомат,слева,черный металлик,передний привод,Да,бензин,7500000,Hyundai,Elantra
Костанай,2016,кроссовер,2.0,40000,автомат,слева,белый металлик,полный привод,Да,бензин,8500000,Nissan,Qashqai
Алматы,2018,седан,2.0,28000,автомат,слева,синий металлик,передний привод,Да,газ,8500000,Kia,K5
Алматы,2018,кроссовер,3.0,30000,автомат,слева,белый,,Да,бензин,35400000,Porsche,Cayenne
Павлодар,2009,хэтчбек,1.6,141000,автомат,слева,черный металлик,задний привод,Да,газ-бензин,3800000,BMW,116
Талдыкорган,1994,седан,2.8,320000,механика,слева,белый металлик,задний привод,Да,бензин,1550000,Mercedes-Benz,E 280
Караганда,2005,минивэн,3.0,175000,автомат,справа,серебристый,передний привод,Нет,бензин,4000000,Toyota,Alphard
Нур-Султан (Астана),1998,внедорожник,2.8,410000,механика,слева,черный,полный привод,Да,дизель,3000000,Nissan,Patrol
Алматы,2017,кроссовер,4.2,79000,типтроник,слева,серый металлик,полный привод,Да,дизель,28000000,Porsche,Cayenne
Рудный,2011,седан,1.8,160000,автомат,слева,белый,задний привод,Нет,бензин,3100000,Mercedes-Benz,C 250
Караганда,1989,седан,1.8,340000,механика,слева,белый,передний привод,Да,бензин,890000,Volkswagen,Passat
Алматы,2015,седан,1.4,66336,механика,слева,белый металлик,передний привод,Да,бензин,6000000,Toyota,Corolla
Караганда,2010,минивэн,2.0,165000,механика,слева,,передний привод,Да,дизель,8650000,Volkswagen,Multivan
Караганда,2006,кроссовер,3.5,218000,автомат,слева,голубой,полный привод,Да,бензин,7700000,Lexus,RX 350
Караганда,2007,внедорожник,4.8,222222,автомат,слева,синий металлик,полный привод,Нет,бензин,4300000,BMW,X5
Актобе,2008,седан,1.6,106000,автомат,слева,синий,передний привод,Нет,бензин,1800000,Kia,Spectra
Алматы,2006,внедорожник,2.5,325000,автомат,слева,серый металлик,полный привод,Да,дизель,5800000,Nissan,Pathfinder
Актау,1998,седан,2.0,327000,механика,слева,серебристый металлик,передний привод,Да,газ-бензин,1310000,Nissan,Maxima
Нур-Султан (Астана),2020,кроссовер,3.0,15,автомат,слева,белый,полный привод,Да,бензин,48900000,BMW,X7
Усть-Каменогорск,1999,универсал,2.0,240000,автомат,справа,синий металлик,полный привод,Да,бензин,3000000,Subaru,Legacy
Шымкент,2018,минивэн,2.5,18000,типтроник,слева,белый,,Да,дизель,14200000,Hyundai,Starex
Костанай,2010,пикап,2.9,220000,механика,слева,,,Нет,бензин,3300000,ГАЗГАЗель,
Шымкент,2019,седан,2.5,32000,автомат,слева,белый,передний привод,Да,бензин,13600000,Toyota,Camry
Шымкент,2014,седан,3.5,97338,автомат,слева,черный металлик,передний привод,Да,бензин,8100000,Kia,Cadenza
Уральск,2008,седан,2.0,240000,автомат,слева,синий,передний привод,Да,бензин,2550000,Ford,Mondeo
Шымкент,2015,универсал,1.6,182184,механика,слева,коричневый металлик,передний привод,Да,газ-бензин,4500000,ВАЗ (Lada),Largus
Нур-Султан (Астана),2007,седан,1.8,264300,автомат,слева,белый,передний привод,Да,бензин,3705000,Toyota,Avensis
Нур-Султан (Астана),2012,хэтчбек,1.5,187000,механика,слева,черный,передний привод,Да,бензин,1450000,ВАЗ (Lada),2114 (хэтчбек)
Нур-Султан (Астана),2020,седан,2.0,17000,автомат,слева,красный металлик,передний привод,Да,бензин,9000000,Kia,Cerato
Алматы,2005,внедорожник,4.5,93500,механика,слева,серый,полный привод,Да,бензин,14000000,Toyota,Land Cruiser
Актобе,2006,седан,3.0,112653,типтроник,слева,белый металлик,задний привод,Да,бензин,5500000,Lexus,GS 300
Нур-Султан (Астана),2014,седан,2.5,73000,автомат,слева,черный,задний привод,Да,бензин,10550000,Lexus,GS 250
Нур-Султан (Астана),2018,седан,1.6,40000,автомат,слева,,,Да,бензин,7000000,Hyundai,Elantra
